model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
local_linear,capacity_ratio,3,stress2:column:03,5,5,5,0,OK,0.026903999999999994,0.032234115467932409,0.020928333333999995,1.28552998323531,0.085128000000000009,0.31604172540174785,0.6839582745982522,OK
local_linear,capacity_ratio,3,stress2:column:04,5,5,5,0,OK,0.032699999999999931,0.034698825916736613,0.020602333333999998,1.5871988609190772,0.089717999999999964,0.36447535611582899,0.63552464388417107,OK
local_linear,capacity_ratio,3,stress2:column:05,5,5,5,0,OK,0.026289666698000036,0.030464169646848817,0.020978,1.2532017684240651,0.082098666679999988,0.32022038555718041,0.67977961444281965,OK
local_linear,capacity_ratio,3,stress2:column:06,5,5,5,0,OK,0.038299999999999799,0.041151597781859971,0.020729333334,1.847623335632343,0.081439999999999999,0.47028487229862231,0.52971512770137763,OK
local_linear,esr_ratio,1,stress2:column:01,7,7,7,0,OK,0.022364285714285774,0.031345750452470789,0.052256633334000005,0.42797027453612829,0.041235714285714299,0.5423523298111913,0.4576476701888087,OK
local_linear,esr_ratio,1,stress2:column:02,7,7,7,0,OK,0.025307142857142782,0.030120816010574064,0.052756633334000005,0.4796959407345866,0.037514285714285736,0.67460015232292214,0.32539984767707786,OK
local_linear,esr_ratio,1,stress2:column:03,7,7,7,0,OK,0.032331428571428553,0.036657655602693885,0.052486833334000005,0.61599122137332007,0.039077142857142873,0.82737442421583596,0.17262557578416404,OK
local_linear,esr_ratio,1,stress2:column:04,7,7,7,0,OK,0.026639999999999903,0.033212643031575388,0.052305033334000009,0.50932000807430933,0.040078571428571408,0.66469435038317382,0.33530564961682618,OK
local_linear,esr_ratio,1,stress2:column:05,7,7,7,0,OK,0.020532142885714144,0.027045130485863704,0.05245940000000001,0.39139111171142138,0.03952857142857142,0.51942537116009768,0.48057462883990232,OK
local_linear,esr_ratio,1,stress2:column:06,7,7,7,0,OK,0.024111428571428624,0.028018761571489931,0.052558633334000002,0.45875295916096476,0.038794285714285684,0.62152010605391261,0.37847989394608739,OK
local_linear,esr_ratio,2,stress2:column:01,6,6,6,0,OK,0.034083611111111169,0.04464789324070436,0.052256633334000005,0.65223511230171749,0.086008333333333353,0.39628265994897194,0.60371734005102806,OK
local_linear,esr_ratio,2,stress2:column:02,6,6,6,0,OK,0.044527222222222274,0.054694978644194404,0.052756633334000005,0.84401182198875957,0.075733333333333361,0.58794747652582202,0.41205252347417798,OK
local_linear,esr_ratio,2,stress2:column:03,6,6,6,0,OK,0.031951666666666677,0.043244638363873815,0.052486833334000005,0.60875584669667959,0.080150000000000013,0.39864836764400091,0.60135163235599909,OK
local_linear,esr_ratio,2,stress2:column:04,6,6,6,0,OK,0.042047500000000092,0.05015263996873285,0.052305033334000009,0.80389012911053481,0.085324999999999984,0.49279226486961736,0.50720773513038264,OK
local_linear,esr_ratio,2,stress2:column:05,6,6,6,0,OK,0.039727824044444381,0.049626420453009953,0.05245940000000001,0.75730610804630571,0.081955,0.48475168134274149,0.51524831865725851,OK
local_linear,esr_ratio,2,stress2:column:06,6,6,6,0,OK,0.052673611111111095,0.063883331075890559,0.052558633334000002,1.0021876097192335,0.080043333333333286,0.6580636877247048,0.3419363122752952,OK
local_linear,esr_ratio,3,stress2:column:01,5,5,5,0,OK,0.040839999999999946,0.048797070722647946,0.052256633334000005,0.78152757639340698,0.13528999999999999,0.30187005691477525,0.6981299430852248,OK
local_linear,esr_ratio,3,stress2:column:02,5,5,5,0,OK,0.058097333333333133,0.068638738624773543,0.052756633334000005,1.1012327675559086,0.12172000000000001,0.47730310001095244,0.52269689998904756,OK
