model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
local_linear,capacity_ratio,2,stress2:column:06,5,5,5,0,OK,0.024139999999999894,0.025215035197278492,0.020729333334,1.1645333504481672,0.060059999999999981,0.40193140193140031,0.59806859806859969,OK
local_linear,capacity_ratio,3,stress2:column:01,4,4,4,0,OK,0.014877499999999988,0.016853036076624316,0.021647333333999999,0.6872670998525674,0.075290000000000024,0.19760260326736595,0.80239739673263411,OK
local_linear,capacity_ratio,3,stress2:column:02,4,4,4,0,OK,0.020267499999999938,0.022856284146816151,0.020801333333999996,0.97433658095716869,0.09189249999999996,0.22055662866936854,0.77944337133063146,OK
local_linear,capacity_ratio,3,stress2:column:03,4,4,4,0,OK,0.020479999999999998,0.02463955661127042,0.020928333333999995,0.97857768572179427,0.088617500000000016,0.23110559426749788,0.76889440573250212,OK
local_linear,capacity_ratio,3,stress2:column:04,4,4,4,0,OK,0.029134999999999994,0.03088203765945503,0.020602333333999998,1.4141602083448748,0.095772499999999955,0.30421049883839313,0.69578950116160687,OK
local_linear,capacity_ratio,3,stress2:column:05,4,4,4,0,OK,0.020620833375000092,0.023678877387553882,0.020978,0.98297422895414677,0.086387083350000005,0.23870273859639562,0.76129726140360443,OK
local_linear,capacity_ratio,3,stress2:column:06,4,4,4,0,OK,0.037299999999999833,0.040859454230324527,0.020729333334,1.7993825174696201,0.087925000000000003,0.42422519192493413,0.57577480807506587,OK
local_linear,esr_ratio,1,stress2:column:01,6,6,6,0,OK,0.021758333333333362,0.032150408240020835,0.052256633334000005,0.4163745718991167,0.039466666666666685,0.55130912162162216,0.44869087837837784,OK
local_linear,esr_ratio,1,stress2:column:02,6,6,6,0,OK,0.026856666666666567,0.031870897905978898,0.052756633334000005,0.50906710624687046,0.034233333333333373,0.78451801363193385,0.21548198636806615,OK
local_linear,esr_ratio,1,stress2:column:03,6,6,6,0,OK,0.033193333333333297,0.038010569582683174,0.052486833334000005,0.63241257330400358,0.036818333333333363,0.90154361504684999,0.098456384953150011,OK
local_linear,esr_ratio,1,stress2:column:04,6,6,6,0,OK,0.023548333333333244,0.030766381815221587,0.052305033334000009,0.45021161124136105,0.040529999999999955,0.58100995147627121,0.41899004852372879,OK
local_linear,esr_ratio,1,stress2:column:05,6,6,6,0,OK,0.019663888899999815,0.027256314777006362,0.05245940000000001,0.37484014113771436,0.037428055566666653,0.52537831854434969,0.47462168145565031,OK
local_linear,esr_ratio,1,stress2:column:06,6,6,6,0,OK,0.024883333333333407,0.029200132990564755,0.052558633334000002,0.47343950469953455,0.035416666666666617,0.70258823529412073,0.29741176470587927,OK
local_linear,esr_ratio,2,stress2:column:01,5,5,5,0,OK,0.031268333333333412,0.043911776609470057,0.052256633334000005,0.59836103741090285,0.081380000000000008,0.38422626361923579,0.61577373638076427,OK
local_linear,esr_ratio,2,stress2:column:02,5,5,5,0,OK,0.037690333333333423,0.048484466922693654,0.052756633334000005,0.71441885032195895,0.075306000000000012,0.50049575509698319,0.49950424490301681,OK
local_linear,esr_ratio,2,stress2:column:03,5,5,5,0,OK,0.023200666666666647,0.033133346059689067,0.052486833334000005,0.44202831820752431,0.079270000000000035,0.29267902947731345,0.70732097052268661,OK
local_linear,esr_ratio,2,stress2:column:04,5,5,5,0,OK,0.034778333333333487,0.04229943040725008,0.052305033334000009,0.66491370173215081,0.087559999999999943,0.39719430485762347,0.60280569514237659,OK
